id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
2527,อำนาจเจริญ,ดอนยาง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,เมืองอำนาจเจริญ,ดอนเมย,15.7866,104.5651
2528,อำนาจเจริญ,วัดสำราญนิเวศ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองอำนาจเจริญ,บุ่ง,15.868,104.627
2529,อำนาจเจริญ,วัดศรีโพธิ์ชัย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองอำนาจเจริญ,ปลาค้าว,15.753,104.7743
2530,อำนาจเจริญ,วัดถ้ำแสงเพชร,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองอำนาจเจริญ,ห้วยไร่,15.8882,104.7307
2531,อำนาจเจริญ,วัดโพธาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เสนางคนิคม,เสนางคนิคม,16.0444,104.6763
2533,อำนาจเจริญ,วัดพระศรีเจริญ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,หัวตะพาน,15.7274,104.4527
2534,อำนาจเจริญ,บ้านโพนเมือง (โนนขวาว),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,โพนเมืองน้อย,15.6694,104.5858
2535,อำนาจเจริญ,วัดขุมเหล็ก,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,โพนเมืองน้อย,15.6491,104.6085
2536,อำนาจเจริญ,บ้านโพนเมืองน้อย,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,โพนเมืองน้อย,15.6754,104.5936
2537,อำนาจเจริญ,บ้านสะแงะ,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,โพนเมืองน้อย,15.6438,104.5645
2538,อำนาจเจริญ,วัดไชยคำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,คำพระ,15.758,104.4701
2539,อำนาจเจริญ,โพนเมือง (โนนเมือง),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,คำพระ,15.7708,104.4796
2540,อำนาจเจริญ,วัดโพธิ์ศรี,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,คำพระ,15.7689,104.4781
2541,อำนาจเจริญ,วัดบุปผามาลา,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,คำพระ,15.7545,104.4723
2542,อำนาจเจริญ,วัดศรีมงคล,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,คำพระ,15.7421,104.4316
2545,อำนาจเจริญ,เมืองงิ้ว (วัดโนนบึงศิลาราม),ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,เค็งใหญ่,15.7599,104.5924
2547,อำนาจเจริญ,วัดโพธิ์ศรีจิกดู่,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,จิกดู่,15.5904,104.5368
2548,อำนาจเจริญ,"โบราณสถาน ""สิมบ้านโพนขาว""",ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,จิกดู่,15.6052,104.568
2549,อำนาจเจริญ,วัดบ้านโพนขวาว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,จิกดู่,15.604,104.567
2550,อำนาจเจริญ,วัดบ่อชะเนง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,หนองแก้ว,15.6917,104.5281
2551,อำนาจเจริญ,วัดพระเหลาเทพนิมิตร,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,พนา,พนา,15.6731,104.8566
2552,อำนาจเจริญ,ชุมชนโบราณบ้านโพนเมือง,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออกเฉียงเหนือ,พนา,ไม้กลอน,15.6747,104.5957
2553,อำนาจเจริญ,วัดมิคคาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,พนา,พระเหลา,15.6978,104.851
2554,อำนาจเจริญ,เปือยหัวดง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,เปือย,15.681,104.6855
2555,อำนาจเจริญ,วัดป่าเรไร,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,เปือย,15.6849,104.6876
2556,อำนาจเจริญ,วัดโพธิ์ศิลา (แหล่งโบราณคดีเสามาพันปี),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,เปือย,15.6865,104.6844
2557,อำนาจเจริญ,โรงเรียนชุมชนเปือยหัวดง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,เปือย,15.6819,104.6898
2558,อำนาจเจริญ,วัดบ้านยางช้า,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,อำนาจ,15.6926,104.6613
2559,อำนาจเจริญ,วัดอำนาจ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ลืออำนาจ,อำนาจ,15.6829,104.6556
2560,ปัตตานี,วัดสุทธิกาวาส,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคใต้,สายบุรี,ละหาร,6.6735,101.6192
2561,อำนาจเจริญ,ชุมชนบ้านชาด,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,หัวตะพาน,เค็งใหญ่,15.9041,104.2609
2562,บุรีรัมย์,อุโบสถวัดช่างหิน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ห้วยราช,สนวน,14.9186,103.1723
2569,บึงกาฬ,วัดจอมทองธรรมคุณ (วัดกำทองธรรมคุณ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,หอคำ,18.4305,103.3392
2570,บึงกาฬ,วัดป่าเทพวิมุต,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,หอคำ,18.4318,103.4385
2571,บึงกาฬ,วัดโพธิ์ชัยนิมิตร,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,หอคำ,18.4425,103.4186
2572,บึงกาฬ,เนินป่าแฝก,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,พรเจริญ,ป่าแฝก,18.08,103.75
2573,บึงกาฬ,บ้านคำเตาะเลาะ,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,โซ่พิสัย,คำแก้ว,18.17,103.53
2574,บึงกาฬ,บ้านนางวงสุ่ม,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,โซ่พิสัย,คำแก้ว,18.17,103.54
2575,บึงกาฬ,วัดป่าสุทธาวาส,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,โซ่พิสัย,โซ่,18.0712,103.437
2576,บึงกาฬ,บ้านโนนเค็ง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,โซ่พิสัย,คำแก้ว,18.16,103.53
2577,บึงกาฬ,แหล่งนายปั่น,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,โซ่พิสัย,บัวตูม,18.1,103.34
2578,บึงกาฬ,วัดใหม่พัฒนาภิบาล (วัดบ้านเซกาเหนือ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เซกา,เซกา,17.94,103.95
2579,บึงกาฬ,วัดสุทธิวนาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,ปากคาด,ปากคาด,18.3555,103.3361
2580,บึงกาฬ,บ้านดอนกลาง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,บึงโขงหลง,บึงโขงหลง,17.96,104.05
2581,บึงกาฬ,วัดศรีโคตรเจริญธรรม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,บุ่งคล้า,หนองเดิ่น,18.3098,103.9695
2582,บึงกาฬ,ถ้ำบูชาภูรัว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออกเฉียงเหนือ,เซกา,บ้านต้อง,18.1142,103.9354
2583,บึงกาฬ,หลวงพ่อใหญ่วัดโพธาราม (วัดท่าไคร้),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,บึงกาฬ,18.3351,103.6954
2584,บึงกาฬ,ชุมขนบึงกาฬ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,บึงกาฬ,18.3599,103.6588
2585,บึงกาฬ,ชุมชนบุ่งคล้า,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,บุ่งคล้า,บุ่งคล้า,18.2927,103.9926
2586,บึงกาฬ,ชุมชนกุดทิง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,เมืองบึงกาฬ,บึงกาฬ,18.3161,103.7207
2587,บึงกาฬ,ชุมชนบึงโขลงหลง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออกเฉียงเหนือ,บึงโขงหลง,บึงโขงหลง,17.9608,104.0415
2588,กาญจนบุรี,สะพานข้ามแม่น้ำแคว,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันตก,เมืองกาญจนบุรี,ท่ามะขาม,14.0382,99.5069
2589,กาญจนบุรี,จวนผู้ว่าราชการจังหวัดกาญจนบุรี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.0023,99.5523
2590,กาญจนบุรี,กำแพงเมืองกาญจนบุรี,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.0025,99.5526
2591,กาญจนบุรี,สุสานช่องไก่,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันตก,เมืองกาญจนบุรี,เกาะสำโรง,14.0326,99.5059
2592,กาญจนบุรี,วัดเทวสังฆาราม (วัดเหนือ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.0268,99.5268
2593,กาญจนบุรี,วัดป่าเลไลย์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เมืองกาญจนบุรี,ลาดหญ้า,14.1221,99.401
2594,กาญจนบุรี,วัดนางพิมหรือวัดท่าเสา,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เมืองกาญจนบุรี,ลาดหญ้า,14.0985,99.4193
2596,กาญจนบุรี,ภาพเขียนสีถ้ำตาด้วง,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันตก,เมืองกาญจนบุรี,ช่องสะเดา,14.2393,99.2191
2597,กาญจนบุรี,วัดขุนแผน (พระปรางค์),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เมืองกาญจนบุรี,ลาดหญ้า,14.1182,99.3996
2599,กาญจนบุรี,เมืองกลอนโด,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันตก,ด่านมะขามเตี้ย,กลอนโด,13.921,99.4301
2600,กาญจนบุรี,เมืองเก่ากาญจนบุรี,ประเภทที่ 6,เมืองเก่า เมืองประวัติศาสตร์,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.018,99.5344
2602,กาญจนบุรี,อนุสาวรีย์ไทยานุสรณ์,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันตก,เมืองกาญจนบุรี,ท่ามะขาม,14.0426,99.4958
2603,กาญจนบุรี,สุสานบ้านดอนรัก,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.0265,99.5317
2604,กาญจนบุรี,เมืองท่าขนุน,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันตก,ทองผาภูมิ,ท่าขนุน,14.7366,98.6469
2605,กาญจนบุรี,เจดีย์พระธาตุโบอ่อง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,ทองผาภูมิ,ปิล๊อก,14.8415,98.4869
2606,กาญจนบุรี,พระปรางค์ในวัดนางโน (ร้าง),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,ท่าม่วง,ม่วงชุม,13.9566,99.6011
2607,กาญจนบุรี,เมืองโบราณพงตึก,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันตก,ท่ามะกา,พงตึก,13.8767,99.7898
2609,กาญจนบุรี,ภาพเขียนสีถ้ำรูปเขาเขียว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันตก,ไทรโยค,ลุ่มสุ่ม,14.0853,99.1957
2610,กาญจนบุรี,ปราสาทเมืองสิงห์,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันตก,ไทรโยค,สิงห์,14.0711,99.1998
2611,กาญจนบุรี,วัดบ้านทวน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,พนมทวน,พนมทวน,14.1261,99.7068
2612,กาญจนบุรี,วัดบ้านน้อย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,พนมทวน,ดอนเจดีย์,14.0447,99.6759
2613,กาญจนบุรี,เจดีย์ยุทธหัตถี,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันตก,พนมทวน,ดอนเจดีย์,14.052,99.6882
2614,กาญจนบุรี,พระปรางค์วัดเขารักษ์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,ห้วยกระเจา,ดอนแสลบ,14.2674,99.7683
2615,กาญจนบุรี,พระปรางค์หน้าอำเภอพนมทวน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,พนมทวน,พนมทวน,14.1257,99.7018
2616,กาญจนบุรี,วัดโบสถ์สระจิกด่าน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เลาขวัญ,เลาขวัญ,14.5974,99.7733
2618,กาญจนบุรี,พระเจดีย์สามองค์,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันตก,สังขละบุรี,หนองลู,15.3016,98.3868
2619,กาญจนบุรี,วัดพระแท่นดงรัง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,ท่ามะกา,พระแท่น,14.0354,99.7885
2620,กาญจนบุรี,วัดไชยชุมพลชนะสงคราม (วัดใต้),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านใต้,14.0159,99.5314
2621,กาญจนบุรี,ชุมชนตลาดเขต,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,พนมทวน,รางหวาย,14.2542,99.819
2622,กาญจนบุรี,ชุมชนตลาดท่ามะกา (ตลาดลูกแก),ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,ท่ามะกา,ดอนขมิ้น,13.9178,99.7672
2623,กาญจนบุรี,ชุมชนบ้านปากนาสวน,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,ศรีสวัสดิ์,นาสวน,14.6147,99.1202
2624,กาญจนบุรี,ชุมชนบ้านหนองขาว,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,ท่าม่วง,หนองขาว,14.0551,99.6312
2625,กาญจนบุรี,ชุมชนย่านถนนปากแพรกและพื้นที่ต่อเนื่อง,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,เมืองกาญจนบุรี,บ้านเหนือ,14.022,99.5281
2626,กาญจนบุรี,ชุมชนหมู่บ้านหม่องสะเทอ,ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันตก,สังขละบุรี,หนองลู,15.1355,98.4476
2627,จันทบุรี,แหล่งโบราณคดีบ้านขุนซ่อง(พิกัดสำนักสงฆ์บ้านคลองยาง),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,แก่งหางแมว,ขุนซ่อง,13.1476,101.9792
2628,จันทบุรี,วัดเกวียนหัก,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ขลุง,เกวียนหัก,12.4591,102.2068
2629,จันทบุรี,ศาลหลักเมืองขลุง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ขลุง,ขลุง,12.462,102.2304
2630,จันทบุรี,วัดวันยาวบน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ขลุง,ขลุง,12.4523,102.2243
2631,จันทบุรี,วัดตะปอนน้อย,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ขลุง,ตะปอน,12.4807,102.1698
2632,จันทบุรี,วัดตะปอนใหญ่,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ขลุง,ตะปอน,12.4747,102.1794
2633,จันทบุรี,รอยพระพุทธบาทพลวง (เขาคิชฌกูฏ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เขาคิชฌกูฏ,ตะเคียนทอง,12.8365,102.1688
2634,จันทบุรี,ห้างฝรั่ง (เขาส่องกล้อง),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,เขาคิชฌกูฏ,ตะเคียนทอง,12.8368,102.1686
2635,จันทบุรี,แหล่งโบราณคดีบ้านคลองเหล็กบน (พิกัดวัดแพร่งหน้าผาล่าง),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,ท่าใหม่,เขาแก้ว,12.8842,101.8935
2636,ตราด,วัดคลองขุด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองตราด,ห้วยแร้ง,12.3581,102.5506
2637,จันทบุรี,วัดตะกาดเง้า,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ท่าใหม่,ตะกาดเง้า,12.5667,101.979
2639,จันทบุรี,วัดบ่อพุ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,ท่าใหม่,บ่อพุ,12.5975,102.0367
2642,จันทบุรี,วัดเขาพลอยแหวน (เจดีย์และมณฑป),ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,ท่าใหม่,พลอยแหวน,12.6091,102.0381
2643,จันทบุรี,วัดวังหิน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,นายายอาม,วังโตนด,12.6907,101.9461
2644,จันทบุรี,แหล่งโบราณคดีเขาแก้ว,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,โป่งน้ำร้อน,หนองตาคง,13.1055,102.4016
2645,จันทบุรี,แหล่งโบราณคดีบ้านคลองบอน (ไร่นายเคน สารเลา),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,โป่งน้ำร้อน,หนองตาคง,13.0305,102.4162
2647,จันทบุรี,แหล่งโบราณคดีบ้านโพธิ์ (สนามรบ),ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,โป่งน้ำร้อน,หนองตาคง,13.0439,102.4004
2649,จันทบุรี,วัดท่าหลวงบน (กุฏิพระ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,มะขาม,ท่าหลวง,12.6681,102.1709
2650,จันทบุรี,วัดน้ำรัก,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,มะขาม,ท่าหลวง,12.6573,102.1531
2651,จันทบุรี,วัดโป่งโรงเซ็น,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,มะขาม,ปัถวี,12.697,102.2613
2652,จันทบุรี,วัดหนองอ้อ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,มะขาม,มะขาม,12.6338,102.1648
2653,จันทบุรี,วัดท่าหลวง (เรือโบราณ),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,มะขาม,มะขาม,12.6706,102.1684
2655,จันทบุรี,พระตำหนักวังสวนบ้านแก้ว,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,ท่าช้าง,12.664,102.0975
2656,จันทบุรี,วัดเขาน้อย (วัดสิงขรคีรี),ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,คมบาง,12.5224,102.1372
2657,สิงห์บุรี,วัดสระบาป,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคกลาง,ค่ายบางระจัน,ท่าข้าม,14.8545,100.375
2658,จันทบุรี,วัดทองทั่ว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,คลองนารายณ์,12.5851,102.1448
2660,จันทบุรี,วัดพะเนียด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,คลองนารายณ์,12.586,102.1445
2661,จันทบุรี,โบราณสถานเมืองเพนียด,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,เมืองจันทบุรี,คลองนารายณ์,12.586,102.1445
2662,จันทบุรี,วัดเนินสูง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,คลองนารายณ์,12.5848,102.1506
2664,จันทบุรี,วัดจันทนาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,จันทนิมิต,12.6135,102.1151
2665,จันทบุรี,อาสนวิหารพระนางมารีอาปฏิสนธินิรมล,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,จันทนิมิต,12.6092,102.1184
2666,จันทบุรี,สำนักสงฆ์พระยาวิสูตรโกษา,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,จันทนิมิต,12.6018,102.1137
2667,จันทบุรี,วัดโบสถ์เมือง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,ตลาด,12.6136,102.1133
2668,จันทบุรี,ชุมชุมโบราณบ้านลุ่ม,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออก,เมืองจันทบุรี,เกาะขวาง,12.5776,102.1162
2669,จันทบุรี,ค่ายเนินวง,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5755,102.0626
2670,จันทบุรี,ชุมชนบ้านบางกะจะ,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5797,102.0567
2671,จันทบุรี,วัดพลับ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,บางกะจะ,12.5847,102.0556
